anno,nivel_panel,seccion,grupo_rev4_homologado,descripcion_nivel,epoca,ciiu_version,rotacion_calibrada_sobre_6_6,vbp_pp,vbp_pb,vab_pp,vab_pb,vab_pb_estimado,consumo_intermedio_estimado,consumo_intermedio,remuneraciones,costo_laboral,puestos_trabajo,n_empresas,fbcf,fbkf_maq_eq,adquisiciones_importadas,adquisiciones_origen_importado,importaciones_maquinaria,consumo_capital_fijo,impuestos_netos,stock_capital,stock_capital_imputado,capital_variable_adelantado,capital_circulante_constante_adelantado,capital_circulante_adelantado,capital_total_adelantado,ganancia_pb,ganancia_pp,tasa_ganancia_pb,tasa_ganancia_pp,part_salarial,productividad,vbp_pp_constante_2005,vbp_pb_constante_2005,vab_pp_constante_2005,vab_pb_constante_2005,vab_pb_estimado_constante_2005,consumo_intermedio_estimado_constante_2005,consumo_intermedio_constante_2005,remuneraciones_constante_2005,costo_laboral_constante_2005,consumo_capital_fijo_constante_2005,stock_capital_imputado_constante_2005,capital_total_adelantado_constante_2005,ganancia_pb_constante_2005,ganancia_pp_constante_2005,tasa_ganancia_pb_constante_2005,tasa_ganancia_pp_constante_2005,productividad_constante_2005,deflactor_vab_bcu_2005,deflactor_2005,fuente_deflactor,fuente_base_bcu,metodo_empalme_bcu,calidad_deflactor_bcu,codigos_bcu_deflactor,dato_preliminar_bcu,nota_deflactor_bcu,vab_bcu_corriente,vab_bcu_constante_fuente,metodo_capital_eaae,metodo_stock_capital,metodo_consumo_capital_fijo,calidad_capital_eaae,codigos_capital_fuente,archivos_capital_fuente,participacion_vab_pp_rama_c,codigos_fuente_incluidos,divisiones_publicadas_incluidas,tipo_homologacion,calidad_homologacion,notas_homologacion
2007,subrama_industrial,C,17_18_papel_impresion,Papel impresion y reproduccion,3,Rev.3,6.992247582852643,10026049059.166666,,4147076261.6666665,,4146448284.6587176,5879600774.507948,5878972797.5,1705751068.125,1705751068.125,6849.875,,1019669460.2525178,349778448.32252735,120423586.04995915,150391628.4823992,270815214.53235835,450799881.75,33434693.791666664,25816148866.338333,25816148866.338333,243948894.53114885,840874226.0395238,1084733310.1055102,26900882176.443844,1989897334.7837176,1990525311.7916665,0.07397145274760546,0.07399479685222737,0.4113141308473253,605423.6408206963,9655718059.82612,,3993896191.7047787,,3993291410.209992,5662426649.616128,5661821868.121343,1642745940.7854936,1642745940.7854936,434148739.33827984,24862580800.5553,25907247443.484264,1916396730.0862186,1917001511.5810053,0.07123917786474451,0.07126165971090925,583061.178737536,1.0383535431591935,1.0383535431591935,bcu_indice_implicito_vab,2005,base_2005_directa,reconstruido_por_suma,D.210T.0|D.22TT.0,FALSE,Suma de papel e impresion.,4349339604.9714365,4188688557.597212,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,21|22,Forzosas y aleatorias/EAE_C2_2007.xls|Forzosas y aleatorias/EAE_C7_2007.xls,0.05873912401842836,21|22,2101|2102|2109|2211|2212,grupo_compatible_rev4|parcial_con_cambio_de_seccion,alta,Rev3 22 incluye edicion/publicacion que en Rev4 pasa fuera de manufactura; se mantiene grupo con advertencia.
2007,subrama_industrial,C,19_refinacion,Coque y refinacion de petroleo,3,Rev.3,8.757280953281466,36265009558,,12148763185,,4678235415.628619,31586774142.37138,24116246373,581189657,581189657,939,,2987097901.7410483,1024667806.3690504,352778086.6565159,440568768.0083529,793346854.6648687,827132568,6339266389,8613427929,8613427929,66366450.96811936,3606915698.0210176,2820217389.593462,11433645318.593462,3269913190.628619,10740440960,0.2859904343290295,0.9393715355621388,0.047839409506112616,12937979.962726304,57935545374.42145,,19408383709.977577,,7473763925.551955,50461781448.86949,38527161664.44387,928485616.1533827,928485616.1533827,1321394286.3405252,13760471889.90206,18265939681.91263,5223884023.058047,17158503807.48367,0.45688701000396925,1.5007028230603243,20669205.228943106,0.6259544002499544,0.6259544002499544,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D.23,FALSE,Fila BCU compatible.,4016659841.4670305,6416856946.549315,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,23,Forzosas y aleatorias/EAE_C2_2007.xls|Forzosas y aleatorias/EAE_C7_2007.xls,0.1720748938210845,23,2320,uno_a_uno_aproximado,media,Correspondencia principal Rev3 23 a Rev4 19.
2007,subrama_industrial,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,3,Rev.3,4.975323354111314,27501513692.251667,,7397878821.8,,7353310464.067767,20148203228.1839,20103634870.451668,3249822315.5499997,3249822315.5499997,11268.601666666666,,1818966093.04376,623962139.0823795,214821006.5773345,268280343.3373132,483101349.9146477,638393159.4016666,-61098381.21166667,6874050804.3598995,6874050804.3598995,653188161.7030053,4049626887.3729806,4693857167.434906,11567907971.794806,3465094989.116101,3509663346.848334,0.2995437893839397,0.3033965480539517,0.43929109868269994,656503.7118743365,26171174869.95239,,7040019050.536609,,6997606611.100394,19173568258.851994,19131155819.41578,3092617703.457365,3092617703.457365,607511979.0657054,6541530320.075645,11008330152.192835,3297476928.5773234,3339889368.013539,0.28505386943061123,0.28872025747066365,624746.464449222,1.0508322163185218,1.0508322163185218,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D.24 - D.25,FALSE,Agregado BCU compatible con el grupo EAAE.,7519733618.113326,7155979328.896014,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,24|25,Forzosas y aleatorias/EAE_C2_2007.xls|Forzosas y aleatorias/EAE_C7_2007.xls,0.10478344119294682,24|25,2411|2412|2413|2421|2422|2423|2424|2429|2511|2519|2520,grupo_compatible_rev4,alta,Rev3 24 se abre en Rev4 20 y 21; se agrega con caucho y plastico por restricciones publicadas en 2001.|Rev3 25 corresponde a Rev4 22; se agrega con quimicos/farmaceuticos por compatibilidad larga.
2007,subrama_industrial,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,3,Rev.3,5.692268978019373,10891328679.37296,,4221302716.937645,,4221302716.937645,6670025962.435314,6670025962.435314,1258301670.7210567,1258301670.7210567,4826.740093240093,,1037920016.742694,356038958.7908663,122578987.91853143,153083413.43650374,275662401.3550352,754630603.5821679,13173872.270202018,5165946164.821849,5165946164.821849,221054499.63449955,1171769287.114073,1392823786.7485726,6558769951.570421,2208370442.6344204,2208370442.6344204,0.3367049704351426,0.3367049704351426,0.29808373269991284,874565.9876838261,9896608420.966763,,3835765244.6037607,,3835765244.6037607,6060843176.363003,6060843176.363003,1143379221.8720832,1143379221.8720832,685709136.6891409,4694133087.165291,5959748332.3432865,2006676886.0425367,2006676886.0425367,0.30595323526510654,0.30595323526510654,794690.6546668621,1.1005112272906343,1.1005112272906343,bcu_indice_implicito_vab,2005,base_2005_directa,proxy_grupo_amplio,D.26,FALSE,BCU 2005 no separa completamente metales comunes del grupo metal/equipos; se usa minerales no metalicos como proxy parcial.,2241872265.3204756,2037118940.4762144,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,26|27,Forzosas y aleatorias/EAE_C2_2007.xls|Forzosas y aleatorias/EAE_C7_2007.xls,0.05979046638266501,26|27,2610|2691|2692|2694|2695|2699|2700,grupo_compatible_rev4,media,Rev3 26-27 se agregan por la publicacion agrupada de 2001.
2007,subrama_industrial,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,3,Rev.3,4.80011170541644,11927816317.941666,,3892295152.4267855,,3892295152.4267855,8035521165.51488,8035521165.51488,1722052478.375,1722052478.375,8904.4875,,957024719.7777528,328289347.2236238,113025203.93770877,141152120.08962646,254177324.02733523,224091907.6047619,-80274397.19166668,2230337814.89878,2230337814.89878,358752584.11837333,1674027951.5677953,2032780535.686169,4263118350.5849485,1946150766.4470234,1946150766.4470234,0.4565087352500991,0.4565087352500991,0.44242597514767784,437116.13413200766,9322900819.76598,,3042256914.431829,,3042256914.431829,6280643905.334151,6280643905.334151,1345973482.0172675,1345973482.0172675,175152481.68005654,1743254397.001236,3332096043.904068,1521130950.7345047,1521130950.7345047,0.3568118043276439,0.3568118043276439,341654.35286779044,1.2794104054665973,1.2794104054665973,bcu_indice_implicito_vab,2005,base_2005_directa,proxy_grupo_amplio,D.RR,FALSE,"BCU 2005 agrupa metales basicos, productos de metal y equipos; proxy compatible amplio.",10245717780.371878,8008155738.4514885,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,28|29|30|31|32|33,Forzosas y aleatorias/EAE_C2_2007.xls|Forzosas y aleatorias/EAE_C7_2007.xls,0.0551304083284064,28|29|30|31|32|33,2811|2812|2890|2910|2920|2930|3000|3100|3200|3300,grupo_compatible_rev4,alta,Rev3 30 y Rev3 32-33 convergen parcialmente en Rev4 26; se usa grupo amplio.|Rev4 33 reparacion e instalacion puede provenir de varias divisiones Rev3; se agrega con metal/equipos.
2007,subrama_industrial,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,3,Rev.3,5.877732599012889,7770125530.75,,2045907291,,1974354642.6604056,5795770888.089594,5724218239.75,673203803.25,673203803.25,3270,,503040950.18070865,172558745.60891908,59409443.46390235,74193795.77404913,133603239.23795149,134773639.75,-106403740.25,1329959617.07125,1329959617.07125,114534608.69639738,986055556.3658918,1088416653.0601254,2418376270.1313753,1166377199.6604056,1237929848,0.4822976532088795,0.5118847150831293,0.3290490269092061,625659.7220183486,8137719073.279739,,2142696243.2260423,,2067758541.2761238,6069960532.003615,5995022830.053698,705052113.7955408,705052113.7955408,141149588.1795677,1392878107.271437,2532786197.846101,1221556839.3010154,1296494541.2509336,0.5051144664244723,0.5361012499434189,655258.789977383,0.9548284305197097,0.9548284305197097,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D.SS,FALSE,Fila BCU de material de transporte.,2240614167.413737,2346614423.906689,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,34|35,Forzosas y aleatorias/EAE_C2_2007.xls|Forzosas y aleatorias/EAE_C7_2007.xls,0.028978199221240945,34|35,3400|3510|3530|3590,grupo_compatible_rev4,media,Rev3 34-35 se agregan por la publicacion agrupada de 2001.
2007,subrama_industrial,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,3,Rev.3,6.469610730680192,1908887861.1666667,,572401497.6666666,,572401497.6666666,1336486363.5,1336486363.5,324597241,324597241,2316.1666666666665,,140740196.0674183,48278279.69357709,16621503.11691756,20757851.543645788,37379354.66056335,125303396.66666669,-8047859.833333333,394485026.48,394485026.48,50172607.674940124,206579100.21728408,256751707.89222422,651236734.3722242,122500859.99999994,122500859.99999994,0.1881049602002069,0.1881049602002069,0.567079650076364,247133.12124919047,1701444280.8300443,,510197206.63332826,,510197206.63332826,1191247074.196716,1191247074.196716,289322453.4075662,289322453.4075662,111686365.63950787,351615359.8290822,580465222.5546901,109188387.58625422,109188387.58625422,0.16766312743630638,0.16766312743630638,220276.55175937034,1.1219220533248504,1.1219220533248504,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D.UU,FALSE,Fila BCU de otras industrias manufactureras.,2361277646.086016,2104671745.321609,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,36,Forzosas y aleatorias/EAE_C2_2007.xls|Forzosas y aleatorias/EAE_C7_2007.xls,0.008107485958375887,36,3610|3691|3699,grupo_compatible_rev4,media,Rev3 36 se abre en Rev4 31 y 32; se mantiene agregado.
2008,economia_total,economia_total,,Economia total EAAE,4,Rev.4,4.2,559144297146.6254,,205890238511.3165,,188274053256.67258,370870243889.9527,353254058635.30884,94216384323.74632,94216384323.74632,436444.3038827299,,43310215637.45111,26919225854.152905,9013827403.17804,7371125840.234123,16384953243.412163,25276649939.06971,8127087389.633367,333451079195.2647,333451079195.2647,22432472458.03484,88302439021.41731,106540581656.9179,439991660852.1826,68781018993.85655,86397204248.50047,0.15632346045068313,0.1963610039362224,0.45760491126230757,471744.58843811153,434981866301.96173,,160170676260.19873,,146466304815.67212,288515561486.28955,274811190041.763,73294888096.87202,73294888096.87202,19663769120.89779,259405619424.07516,342288018980.893,53507647597.902306,67212019042.42891,0.12161059483324724,0.15275748388560736,366989.956874854,1.2854427746614863,1.2854427746614863,bcu_indice_implicito_vab,2005,base_2005_directa,directo_total_economia,__TOTAL_VAB_SECTORES__,FALSE,VAB de sectores de actividad BCU.,569839187773.955,443301871546.9607,agregacion_secciones_eaae,stock_original_e_imputado_agregado_desde_panel_eaae,suma_consumo_capital_fijo_original_eaae,directo_agregado,,,,,,,,
2008,industria_total,C,,Industria manufacturera EAAE,4,Rev.4,6.6,284995693319.8842,,80292211343.23563,,66443662351.10387,218552030968.78033,204703481976.6486,24291156273.87418,24291156273.87418,103902.6858070401,,17442926160.214355,10194336167.014309,3655133361.769164,3746090502.261232,7401223864.0303955,8098413006.687781,7355810016.856363,107971212345.29556,107971212345.29556,3680478223.31427,33113944086.17884,34696157310.68527,142667369655.98083,34054093070.541904,47902642062.673676,0.23869573787375356,0.3357645282041935,0.3025344036177257,772763.5789160253,232218784868.9191,,65423303543.17578,,54139297172.10071,178079487696.81836,166795481325.74332,19792800120.136124,19792800120.136124,6598708934.41489,87976570591.56418,116247522325.78835,27747788117.54969,39031794488.62477,0.19449288358269287,0.273585996452753,629659.4071174905,1.2272723478454002,1.2272723478454002,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D,FALSE,Total industria manufacturera BCU Rev.3.,95084730973.56255,77476471412.79875,rama_c_panel_eaae,stock_original_rama_c,consumo_capital_fijo_original_rama_c,directo,,,,,,,,
2008,subrama_industrial,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,4,Rev.4,6.769230305350778,132460685995.33192,,38210020381.19392,,32588325409.77763,99872360585.55429,94250665614.138,10946541821.17479,10946541821.17479,49250.844472749915,,8300861975.768726,4851352157.299568,1739430486.6277387,1782715808.2532694,3522146294.8810077,2568646985.9140506,3022248400.152568,32469842485.33996,32469842485.33996,1617102879.8535678,14753872461.188032,15540497617.898897,48010340103.23885,19073136602.68879,24694831574.10508,0.39727143281374266,0.514364853925272,0.28648353787747316,775824.6744852305,89558634845.84482,,25834361622.528748,,22033450254.928432,67525184590.91639,63724273223.31607,7401119316.428054,7401119316.428054,1736700332.863016,21953342192.03077,32460503173.615726,12895630605.637362,16696541973.23768,0.26860110921745795,0.34776970830313503,524546.5717206674,1.4790386903879609,1.4790386903879609,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D.15-D.16,FALSE,Agregado BCU compatible con el grupo EAAE.,43796721011.80002,29611612797.16886,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,10|11|12,EAE_C2_2008.xls|EAE_C7_2008.xls,0.47588700998472366,10|11|12,10|11|12,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.
2008,subrama_industrial,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,4,Rev.4,5.683302545372849,18064717262.246117,,4764231093.573978,,4737489533.6257725,13327227728.620344,13300486168.672138,2631373949.890104,2631373949.890104,15865.208583905009,,1034996169.4311872,604892710.4226164,216881559.51837915,222278606.5004635,439160166.01884264,536268347.56557286,-333654859.8184228,4806696394.180851,4806696394.180851,463000857.1393896,2344979459.0771728,2803275030.911986,7609971425.092836,1569847236.170096,1596588796.1183019,0.20628819064861928,0.20980220646476666,0.5523187054127823,300294.2613945342,17245937781.92128,,4548293329.239498,,4522763824.826931,12723173957.094349,12697644452.681784,2512107483.443153,2512107483.443153,511962098.3970872,4588833899.098694,7265051083.508169,1498694242.9866912,1524223747.3992577,0.19693822213904152,0.20029296593326737,286683.48765698966,1.047476657441218,1.047476657441218,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D.17 a D.19,FALSE,Agregado BCU compatible con el grupo EAAE.,6831092862.749898,6521475026.8869295,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,13|14|15,EAE_C2_2008.xls|EAE_C7_2008.xls,0.05933615495041849,13|14|15,13|14|15,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.
2008,subrama_industrial,C,16_madera,Madera y productos de madera,4,Rev.4,6.558744288393352,9721312152.176365,,1226715543.282945,,1224685210.696407,8496626941.479958,8494596608.89342,666260021.4963124,666260021.4963124,3336.819352294534,,266495445.6117906,155750482.14911926,55843634.552382074,57233290.36267245,113076924.91505452,337221038.3083547,-54525550.454877295,13127282057.657673,13127282057.657673,101583472.71982475,1295465498.8632457,1396739410.4083605,14524021468.066032,221204150.89174008,223234483.47827792,0.015230227480598378,0.015370018831843756,0.5431251157976384,367630.1932375827,7099645155.100448,,895891925.6188462,,894409138.0398023,6205236017.060645,6203753229.481602,486581405.8439051,486581405.8439051,246278452.2650948,9587084850.41511,10607148195.035057,161549279.93080243,163032067.50984636,0.01112290286034077,0.011224994941539088,268486.79267062934,1.3692673281273062,1.3692673281273062,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D.20TT.0,FALSE,Fila BCU especifica de madera.,4833346746.843595,3529878094.3338327,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,16,EAE_C2_2008.xls|EAE_C7_2008.xls,0.015278138723056753,16,16,uno_a_uno,baja,Division Rev4 conservada como grupo.
2008,subrama_industrial,C,17_18_papel_impresion,Papel impresion y reproduccion,4,Rev.4,6.992247582852643,22134295579.498055,,10796590728.07648,,10794955838.743933,11339339740.754122,11337704851.421574,1474159098.069805,1474159098.069805,5288.209314823196,,2345484471.050862,1370793922.5783198,491491992.8517402,503722656.36517876,995214649.216919,1562261746.483668,49179555.64288886,28094302642.400997,28094302642.400997,210827645.98967317,1621701692.6806223,1832295524.104496,29926598166.505493,7758534994.19046,7760169883.523008,0.2592521525842514,0.2593067825600158,0.13653931460384633,2041634.527932344,21518541426.40671,,10496240280.683054,,10494650872.350466,11023890554.056246,11022301145.723658,1433149453.8417478,1433149453.8417478,1518801173.945544,27312747003.183506,29094069882.841026,7542700244.563174,7544289652.895763,0.25204001479209653,0.2520931250161102,1984838.279994214,1.0286150506621101,1.0286150506621101,bcu_indice_implicito_vab,2005,base_2005_directa,reconstruido_por_suma,D.210T.0|D.22TT.0,FALSE,Suma de papel e impresion.,11269213036.63336,10955714705.301533,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,17|18,EAE_C2_2008.xls|EAE_C7_2008.xls,0.13446622714029985,17|18,17|18,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.
2008,subrama_industrial,C,19_refinacion,Coque y refinacion de petroleo,4,Rev.4,8.757280953281466,41700433194,,5053278165,,1945912066.6467912,39754521127.35321,36647155029,625390785,625390785,1014,,1097789641.4176214,641591699.8378097,230039817.0407003,235764304.18970352,465804121.2304038,1042373265,4682150689,10252517248,10252517248,71413808.50247337,4539596404.344739,4256177917.8768377,14508695165.876839,278148016.6467912,3385514115,0.019171125553796915,0.23334380358079534,0.12375942201867686,4983509.038461538,218461699307.73273,,26473291772.887413,,10194312725.850674,208267386581.88205,191988407534.8453,3276319288.7443395,3276319288.7443395,5460821803.108139,53711248747.943146,76008663649.35971,1457171633.9981947,17736150681.03493,0.10043436831075843,1.2224497432924764,26107782.81349843,0.19088212408006278,0.19088212408006278,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D.23,FALSE,Fila BCU compatible.,993478770.2936754,5204671600.767471,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,19,EAE_C2_2008.xls|EAE_C7_2008.xls,0.06293609405522649,19,19,uno_a_uno,baja,Division Rev4 conservada como grupo.
2008,subrama_industrial,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,4,Rev.4,4.975323354111314,31515160267.094,,10009931294.771875,,9949626684.549574,21565533582.544426,21505228972.32213,3818858190.383876,3818858190.383876,11277.264892580668,,2174588163.9394455,1270915359.291798,455680983.4036322,467020498.30629677,922701481.709929,867529421.7209606,151036185.15919873,10912117088.157627,10912117088.157627,767559798.3452064,4334498895.378115,5089937951.827728,16002055039.985355,5263239072.444737,5323543682.667039,0.32891019680241984,0.3326787509082278,0.3815069332572184,887620.4815723915,25567039902.27314,,8120673055.870955,,8071750240.2235775,17495289662.04956,17446366846.402184,3098093073.5298524,3098093073.5298524,703793322.120426,8852581762.133879,12981853059.235666,4269863844.573299,4318786660.220676,0.2668322183559498,0.2698895016564466,720092.4278380267,1.2326479869221005,1.2326479869221005,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D.24 - D.25,FALSE,Agregado BCU compatible con el grupo EAAE.,9197632063.69359,7461685867.560542,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,20|21|22,EAE_C2_2008.xls|EAE_C7_2008.xls,0.12466877082237916,20|21|22,20|21|22,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.
2008,subrama_industrial,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,4,Rev.4,5.692268978019373,11380812935.656286,,3738447479.767748,,3738447479.767748,7642365455.888538,7642365455.888538,1274672742.8975763,1274672742.8975763,4536.554213963365,,812151792.2164186,474653639.6732406,170184926.7310302,174419938.90656793,344604865.6375981,753061676.4166521,18304736.837836985,4132930054.6139793,4132930054.6139793,223930518.36090484,1342586846.3699517,1566517364.7308564,5699447419.344835,1710713060.4535193,1710713060.4535193,0.3001541964659742,0.3001541964659742,0.34096312701891046,824072.0386986512,8908087291.43823,,2926189602.843862,,2926189602.843862,5981897688.594369,5981897688.594369,997722757.235867,997722757.235867,589442879.6328778,3234962379.582144,4461120256.657516,1339023965.9751172,1339023965.9751172,0.234939261204561,0.234939261204561,645024.7180640202,1.2775821075074836,1.2775821075074836,bcu_indice_implicito_vab,2005,base_2005_directa,proxy_grupo_amplio,D.26,FALSE,BCU 2005 no separa completamente metales comunes del grupo metal/equipos; se usa minerales no metalicos como proxy parcial.,2517730725.7916284,1970699738.9808705,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,23|24,EAE_C2_2008.xls|EAE_C7_2008.xls,0.04656052457923368,23|24,23|24,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.
2008,subrama_industrial,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,4,Rev.4,4.80011170541644,9811121231.79088,,3659322913.1437063,,3659322913.1437063,6151798318.647174,6151798318.647174,1775832797.408401,1775832797.408401,7915.077210865471,,794962528.7748858,464607554.0350381,166582947.9292915,170728325.70315567,337311273.6324471,245647953.76237547,-117805344.50348708,2530723631.1270747,2530723631.1270747,369956556.5119148,1281594824.492416,1651551381.0043306,4182275012.1314054,1637842161.97293,1637842161.97293,0.39161512746581423,0.39161512746581423,0.4852899947774196,462323.0848740614,7071229034.830059,,2637406043.6023593,,2637406043.6023593,4433822991.2277,4433822991.2277,1279906765.1257238,1279906765.1257238,177047342.69948786,1823983823.7418041,3014316488.2725186,1180451935.7771478,1180451935.7771478,0.2822511509532598,0.2822511509532598,333212.9268406686,1.3874704359687973,1.3874704359687973,bcu_indice_implicito_vab,2005,base_2005_directa,proxy_grupo_amplio,D.RR,FALSE,"BCU 2005 agrupa metales basicos, productos de metal y equipos; proxy compatible amplio.",10967312708.1674,7904537944.629794,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,25|26|27|28|33,EAE_C2_2008.xls|EAE_C7_2008.xls,0.04557506701989711,25|26|27|28|33,25|26|27|28|33,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.
2008,subrama_industrial,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,4,Rev.4,5.877732599012889,5648363605.748798,,1837034951.8556304,,1772787311.4684544,3875576294.280344,3811328653.893168,503149111.46549726,503149111.46549726,1983.8997405607065,,399083105.1093008,233239956.11124697,83627136.76622646,85708178.54362233,169335315.3098488,113993677.78818671,-63401761.63992113,1008589930.6788012,1008589930.6788012,85602586.19965062,659365874.3392327,734037776.0776736,1742627706.7564747,1155644522.2147703,1219892162.6019464,0.6631620269401965,0.7000302806343601,0.27389196430762247,925971.6679717051,5965375749.346608,,1940137802.2739596,,1872284288.8194919,4093091460.5271163,4025237947.0726485,531388153.6922884,531388153.6922884,120391527.26718469,1065196636.3112489,1840431988.3805451,1220504607.8600187,1288358121.3144865,0.7003817299173583,0.7393191995738935,977941.4567218106,0.9468579756048842,0.9468579756048842,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D.SS,FALSE,Fila BCU de material de transporte.,2070765177.5769935,2186986043.2385545,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,29|30,EAE_C2_2008.xls|EAE_C7_2008.xls,0.0228793667670033,29|30,29|30,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.
2008,subrama_industrial,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,4,Rev.4,6.469610730680192,2558791096.341797,,996638792.5693426,,996638792.5693426,1562152303.7724543,1562152303.7724543,574917756.0878211,574917756.0878211,3434.808025297266,,216512866.89411634,126538685.61555162,45369876.34804307,46498895.130301476,91868771.47834454,71408893.72796024,2277966.48058068,636210813.1385851,636210813.1385851,88864350.58008139,241460014.95335948,330324365.5334409,966535178.6720259,350312142.75356126,350312142.75356126,0.3624411718100874,0.3624411718100874,0.5768566910843181,290158.5140214899,2089485089.5023239,,813845999.257405,,813845999.257405,1275639090.2449186,1275639090.2449186,469472510.1838372,469472510.1838372,58311840.66403291,519523852.39019567,789263667.2067326,286061648.40953505,286061648.40953505,0.29596610110205235,0.29596610110205235,236940.7528058197,1.2246036639348563,1.2246036639348563,bcu_indice_implicito_vab,2005,base_2005_directa,directo,D.UU,FALSE,Fila BCU de otras industrias manufactureras.,2607437870.012374,2129209593.930366,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,31|32,EAE_C2_2008.xls|EAE_C7_2008.xls,0.01241264595776146,31|32,31|32,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.
2009,economia_total,economia_total,,Economia total EAAE,4,Rev.4,4.2,572525294843.8805,,234652404427.53638,,217081448339.42877,355443846504.4517,337872890416.3441,117108913106.68619,117108913106.68619,477461.0127190843,,37495334384.09923,21581497800.305973,9679386069.550894,4223925982.098386,13903312051.649279,26688200109.40056,8225554423.774049,346393993604.05304,346393993604.05304,27883074549.210995,84629487262.96469,108329000838.81673,454722994442.86975,73284335123.34201,90855291211.44962,0.16116258913435985,0.19980359982183493,0.4990739958211291,491458.77501331165,412032497017.3025,,168873614839.59622,,156228226108.01443,255804270909.28806,243158882177.70624,84280429746.7556,84280429746.7556,19206846983.01814,249291312404.62085,327253053339.0165,52740949378.24066,65386338109.82246,0.11598478639255817,0.14379377974921703,353690.8990283434,1.3895149023156745,1.3895149023156745,bcu_indice_implicito_vab,2005,base_2005_directa,directo_total_economia,__TOTAL_VAB_SECTORES__,FALSE,VAB de sectores de actividad BCU.,645504478625.8602,464553836414.496,agregacion_secciones_eaae,stock_original_e_imputado_agregado_desde_panel_eaae,suma_consumo_capital_fijo_original_eaae,directo_agregado,,,,,,,,
